show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s419,Movie,Movie Title 419,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"March 20, 2019",2016,TV-MA,118 min,"Documentaries, Romantic Movies",Description for Movie Title 419.
s420,Movie,Movie Title 420,,"Actor A, Actor B, Actor C",Argentina,"February 23, 2020",1988,PG,88 min,Stand-Up Comedy,Description for Movie Title 420.
s421,Movie,Movie Title 421,Steven Spielberg,"Actor A, Actor B, Actor C",United States,"April 14, 2018",2000,PG-13,134 min,"Children & Family Movies, Romantic Movies, Independent Movies",Description for Movie Title 421.
s422,Movie,Movie Title 422,David Fincher,"Actor A, Actor B, Actor C",South Korea,"November 18, 2016",2020,PG,129 min,"Sports Movies, Stand-Up Comedy",Description for Movie Title 422.
s423,Movie,Movie Title 423,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"February 21, 2020",1994,PG-13,83 min,"International Movies, Music & Musicals",Description for Movie Title 423.
s424,Movie,Movie Title 424,,"Actor A, Actor B, Actor C",Spain,"November 2, 2017",2006,TV-14,80 min,"Action & Adventure, Dramas",Description for Movie Title 424.
s425,Movie,Movie Title 425,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"February 14, 2019",1974,TV-PG,168 min,"Independent Movies, Comedies, Horror Movies",Description for Movie Title 425.
s426,Movie,Movie Title 426,,"Actor A, Actor B, Actor C",South Korea,"August 3, 2018",2014,PG-13,140 min,Anime Features,Description for Movie Title 426.
s427,TV Show,Show Title 427,Alfonso Cuarón,"Actor A, Actor B, Actor C",United States,"July 9, 2016",1987,TV-Y,3 Seasons,Reality TV,Description for Show Title 427.
s428,TV Show,Show Title 428,Ava DuVernay,"Actor A, Actor B, Actor C",Mexico,"May 1, 2020",1997,NR,4 Seasons,"International TV Shows, Talk Shows & Variety, Korean TV Shows",Description for Show Title 428.
s429,TV Show,Show Title 429,Ava DuVernay,"Actor A, Actor B, Actor C",Brazil,,2005,NR,2 Seasons,"Teen TV Shows, Docuseries",Description for Show Title 429.
s430,Movie,Movie Title 430,Spike Lee,"Actor A, Actor B, Actor C",United States,"May 28, 2020",2010,TV-14,96 min,"Romantic Movies, Sci-Fi & Fantasy",Description for Movie Title 430.
s431,Movie,Movie Title 431,James Cameron,"Actor A, Actor B, Actor C",United Kingdom,"December 11, 2020",2008,NR,50 min,Anime Features,Description for Movie Title 431.
s432,Movie,Movie Title 432,Quentin Tarantino,"Actor A, Actor B, Actor C","United States, Canada","November 25, 2020",1990,R,167 min,"Independent Movies, Horror Movies, Anime Features",Description for Movie Title 432.
s433,TV Show,Show Title 433,Ava DuVernay,"Actor A, Actor B, Actor C",United States,,1984,TV-MA,3 Seasons,Teen TV Shows,Description for Show Title 433.
s434,TV Show,Show Title 434,James Cameron,"Actor A, Actor B, Actor C",United States,"February 12, 2016",2000,TV-Y7,3 Seasons,"TV Dramas, International TV Shows, Korean TV Shows",Description for Show Title 434.
s435,Movie,Movie Title 435,David Fincher,"Actor A, Actor B, Actor C",Italy,"July 5, 2020",1991,TV-14,74 min,Stand-Up Comedy,Description for Movie Title 435.
s436,Movie,Movie Title 436,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"November 21, 2017",2019,PG-13,63 min,Romantic Movies,Description for Movie Title 436.
s437,TV Show,Show Title 437,Ryan Coogler,"Actor A, Actor B, Actor C","United States, India","August 12, 2021",1968,TV-PG,5 Seasons,"TV Mysteries, TV Thrillers, Korean TV Shows",Description for Show Title 437.
s438,Movie,Movie Title 438,,"Actor A, Actor B, Actor C",United States,"March 17, 2015",1966,PG-13,63 min,"Sports Movies, Romantic Movies",Description for Movie Title 438.
s439,TV Show,Show Title 439,Jordan Peele,"Actor A, Actor B, Actor C",India,"July 10, 2017",1992,TV-14,5 Seasons,"TV Thrillers, Talk Shows & Variety",Description for Show Title 439.
s440,Movie,Movie Title 440,Martin Scorsese,"Actor A, Actor B, Actor C",Italy,"August 2, 2019",2019,R,70 min,Documentaries,Description for Movie Title 440.
s441,TV Show,Show Title 441,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"August 4, 2018",2012,TV-14,2 Seasons,TV Dramas,Description for Show Title 441.
s442,Movie,Movie Title 442,Alfonso Cuarón,"Actor A, Actor B, Actor C",Brazil,"September 25, 2021",2007,R,78 min,"Sports Movies, Comedies",Description for Movie Title 442.
s443,Movie,Movie Title 443,Steven Spielberg,"Actor A, Actor B, Actor C",India,"March 1, 2020",2020,PG-13,117 min,"Independent Movies, Romantic Movies, Music & Musicals",Description for Movie Title 443.
s444,Movie,Movie Title 444,Guillermo del Toro,"Actor A, Actor B, Actor C",Italy,"March 7, 2020",2019,PG,51 min,"International Movies, Thrillers, Anime Features",Description for Movie Title 444.
s445,TV Show,Show Title 445,Greta Gerwig,"Actor A, Actor B, Actor C","India, France","May 21, 2020",1983,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Docuseries",Description for Show Title 445.
s446,Movie,Movie Title 446,Martin Scorsese,"Actor A, Actor B, Actor C",India,"May 19, 2017",2001,R,97 min,Anime Features,Description for Movie Title 446.
s447,Movie,Movie Title 447,Ridley Scott,"Actor A, Actor B, Actor C",India,"August 17, 2014",2011,TV-MA,98 min,"Comedies, International Movies, Romantic Movies",Description for Movie Title 447.
s448,Movie,Movie Title 448,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"January 17, 2018",2007,TV-PG,101 min,"Horror Movies, Comedies",Description for Movie Title 448.
s449,Movie,Movie Title 449,James Cameron,"Actor A, Actor B, Actor C",Canada,"January 3, 2021",2015,TV-14,129 min,"International Movies, Thrillers, Stand-Up Comedy",Description for Movie Title 449.
s450,TV Show,Show Title 450,Ridley Scott,"Actor A, Actor B, Actor C",United States,"November 4, 2019",2013,TV-G,2 Seasons,International TV Shows,Description for Show Title 450.
s451,TV Show,Show Title 451,David Fincher,"Actor A, Actor B, Actor C",Canada,"December 22, 2019",2016,,1 Season,"Anime Series, TV Mysteries, Docuseries",Description for Show Title 451.
s452,TV Show,Show Title 452,Ridley Scott,"Actor A, Actor B, Actor C",United States,"November 28, 2017",2010,TV-MA,2 Seasons,TV Dramas,Description for Show Title 452.
s453,TV Show,Show Title 453,Spike Lee,"Actor A, Actor B, Actor C",India,"April 7, 2018",1960,TV-MA,1 Season,"International TV Shows, Kids' TV",Description for Show Title 453.
s454,Movie,Movie Title 454,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,"October 24, 2018",2003,PG,76 min,"Sports Movies, Music & Musicals, Romantic Movies",Description for Movie Title 454.
s455,TV Show,Show Title 455,Denis Villeneuve,"Actor A, Actor B, Actor C",India,"June 15, 2021",2003,TV-14,1 Season,TV Comedies,Description for Show Title 455.
s456,Movie,Movie Title 456,Ridley Scott,"Actor A, Actor B, Actor C",Australia,"May 24, 2018",2012,R,120 min,"Music & Musicals, Independent Movies",Description for Movie Title 456.
s457,Movie,Movie Title 457,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,"October 16, 2015",1979,R,77 min,"Romantic Movies, International Movies",Description for Movie Title 457.
s458,Movie,Movie Title 458,Christopher Nolan,"Actor A, Actor B, Actor C",Mexico,"February 20, 2016",2015,TV-14,190 min,"Documentaries, Romantic Movies, International Movies",Description for Movie Title 458.
s459,TV Show,Show Title 459,Alfonso Cuarón,"Actor A, Actor B, Actor C",Mexico,"August 26, 2012",1976,TV-MA,5 Seasons,TV Dramas,Description for Show Title 459.
s460,Movie,Movie Title 460,Quentin Tarantino,"Actor A, Actor B, Actor C",Mexico,"August 25, 2016",1982,R,119 min,"Music & Musicals, Comedies, Action & Adventure",Description for Movie Title 460.
s461,TV Show,Show Title 461,,"Actor A, Actor B, Actor C",United States,"March 3, 2016",2002,TV-14,3 Seasons,"TV Mysteries, Anime Series, Kids' TV",Description for Show Title 461.
s462,Movie,Movie Title 462,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"June 1, 2020",2017,TV-MA,140 min,Sci-Fi & Fantasy,Description for Movie Title 462.
s463,Movie,Movie Title 463,Greta Gerwig,"Actor A, Actor B, Actor C","India, South Korea","November 23, 2012",2019,TV-PG,154 min,"International Movies, Horror Movies, Music & Musicals",Description for Movie Title 463.
s464,TV Show,Show Title 464,Guillermo del Toro,"Actor A, Actor B, Actor C",Brazil,"November 7, 2017",1981,TV-MA,2 Seasons,"TV Mysteries, TV Thrillers, British TV Shows",Description for Show Title 464.
s465,Movie,Movie Title 465,Steven Spielberg,"Actor A, Actor B, Actor C",,"September 10, 2018",2018,NR,89 min,"Children & Family Movies, International Movies, Sports Movies",Description for Movie Title 465.
s466,Movie,Movie Title 466,Alfonso Cuarón,,France,"January 27, 2014",2021,NR,49 min,"Children & Family Movies, Thrillers, Comedies",Description for Movie Title 466.
s467,Movie,Movie Title 467,,"Actor A, Actor B, Actor C",United States,"November 22, 2020",2007,TV-14,83 min,"Documentaries, Thrillers, International Movies",Description for Movie Title 467.
s468,Movie,Movie Title 468,Ridley Scott,"Actor A, Actor B, Actor C",United States,"February 5, 2017",2016,TV-MA,52 min,"Comedies, Sports Movies",Description for Movie Title 468.
s469,Movie,Movie Title 469,Quentin Tarantino,"Actor A, Actor B, Actor C",United Kingdom,"November 14, 2019",2018,TV-14,178 min,"Sports Movies, Romantic Movies, Sci-Fi & Fantasy",Description for Movie Title 469.
s470,TV Show,Show Title 470,Denis Villeneuve,"Actor A, Actor B, Actor C",United Kingdom,"January 24, 2018",2012,TV-PG,6 Seasons,"Kids' TV, TV Dramas, TV Thrillers",Description for Show Title 470.
s471,Movie,Movie Title 471,David Fincher,,Argentina,"March 26, 2020",2003,TV-MA,156 min,Sports Movies,Description for Movie Title 471.
s472,Movie,Movie Title 472,James Cameron,"Actor A, Actor B, Actor C","United States, Egypt","June 26, 2019",2007,R,134 min,"Music & Musicals, Stand-Up Comedy, Action & Adventure",Description for Movie Title 472.
s473,TV Show,Show Title 473,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"July 11, 2017",2009,TV-PG,1 Season,"Teen TV Shows, Reality TV, Korean TV Shows",Description for Show Title 473.
s474,TV Show,Show Title 474,,"Actor A, Actor B, Actor C",United Kingdom,"October 18, 2015",2006,TV-Y7,3 Seasons,TV Thrillers,Description for Show Title 474.
s475,Movie,Movie Title 475,Steven Spielberg,,United States,"October 15, 2020",1989,R,113 min,"Stand-Up Comedy, Thrillers, Horror Movies",Description for Movie Title 475.
s476,Movie,Movie Title 476,Christopher Nolan,,"India, Japan","March 9, 2016",2005,TV-G,171 min,International Movies,Description for Movie Title 476.
s477,Movie,Movie Title 477,Ava DuVernay,"Actor A, Actor B, Actor C",India,"July 27, 2016",1999,R,77 min,Documentaries,Description for Movie Title 477.
s478,Movie,Movie Title 478,Alfonso Cuarón,"Actor A, Actor B, Actor C",United States,"July 21, 2018",1999,R,109 min,International Movies,Description for Movie Title 478.
s479,Movie,Movie Title 479,,"Actor A, Actor B, Actor C","India, Argentina","June 18, 2021",1986,,171 min,Children & Family Movies,Description for Movie Title 479.
s480,TV Show,Show Title 480,Greta Gerwig,"Actor A, Actor B, Actor C",,"August 9, 2021",1946,TV-Y7,1 Season,"Anime Series, Kids' TV, British TV Shows",Description for Show Title 480.
s481,Movie,Movie Title 481,James Cameron,"Actor A, Actor B, Actor C",India,"May 14, 2018",1980,NR,169 min,"Anime Features, Thrillers, Independent Movies",Description for Movie Title 481.
s482,Movie,Movie Title 482,Ridley Scott,"Actor A, Actor B, Actor C",Italy,"January 20, 2014",2019,R,69 min,Independent Movies,Description for Movie Title 482.
s483,Movie,Movie Title 483,Steven Spielberg,"Actor A, Actor B, Actor C","United States, Nigeria","July 27, 2017",2011,TV-PG,135 min,"Action & Adventure, Music & Musicals",Description for Movie Title 483.
s484,Movie,Movie Title 484,Denis Villeneuve,"Actor A, Actor B, Actor C",,"April 3, 2020",2011,UR,75 min,"International Movies, Anime Features, Sci-Fi & Fantasy",Description for Movie Title 484.
s485,Movie,Movie Title 485,,"Actor A, Actor B, Actor C",United States,"May 19, 2014",2009,TV-14,72 min,Children & Family Movies,Description for Movie Title 485.
s486,Movie,Movie Title 486,,"Actor A, Actor B, Actor C",Australia,"May 7, 2020",2018,,123 min,Sci-Fi & Fantasy,Description for Movie Title 486.
s487,Movie,Movie Title 487,Ava DuVernay,"Actor A, Actor B, Actor C",,"July 9, 2021",1994,PG,106 min,"Romantic Movies, Sports Movies, Thrillers",Description for Movie Title 487.
s488,Movie,Movie Title 488,Bong Joon-ho,"Actor A, Actor B, Actor C",India,"December 8, 2020",2018,PG-13,72 min,"Comedies, Documentaries",Description for Movie Title 488.
s489,TV Show,Show Title 489,Ava DuVernay,"Actor A, Actor B, Actor C",Japan,"February 16, 2016",1995,TV-MA,6 Seasons,"Talk Shows & Variety, International TV Shows",Description for Show Title 489.
s490,TV Show,Show Title 490,Christopher Nolan,"Actor A, Actor B, Actor C",Japan,"January 13, 2012",1974,TV-Y7,1 Season,"TV Dramas, TV Mysteries, TV Comedies",Description for Show Title 490.
s491,Movie,Movie Title 491,Alfonso Cuarón,"Actor A, Actor B, Actor C",United Kingdom,"July 8, 2013",1998,TV-14,93 min,"Stand-Up Comedy, Dramas, Romantic Movies",Description for Movie Title 491.
s492,Movie,Movie Title 492,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"February 19, 2019",1976,NR,111 min,Sports Movies,Description for Movie Title 492.
s493,Movie,Movie Title 493,Jordan Peele,"Actor A, Actor B, Actor C","United States, South Korea","November 25, 2017",1994,R,65 min,"Sports Movies, Children & Family Movies, Anime Features",Description for Movie Title 493.
s494,Movie,Movie Title 494,Jordan Peele,"Actor A, Actor B, Actor C",United States,"January 14, 2018",2016,TV-14,159 min,Independent Movies,Description for Movie Title 494.
s495,Movie,Movie Title 495,Ridley Scott,"Actor A, Actor B, Actor C",South Korea,"May 14, 2016",2007,,152 min,Romantic Movies,Description for Movie Title 495.
s496,Movie,Movie Title 496,Denis Villeneuve,"Actor A, Actor B, Actor C",,"June 26, 2021",2013,UR,70 min,Horror Movies,Description for Movie Title 496.
s497,Movie,Movie Title 497,Jordan Peele,"Actor A, Actor B, Actor C",India,"January 7, 2017",2019,TV-PG,154 min,Documentaries,Description for Movie Title 497.
s498,Movie,Movie Title 498,Denis Villeneuve,"Actor A, Actor B, Actor C",United States,"November 26, 2014",2016,PG-13,85 min,"Sports Movies, Documentaries",Description for Movie Title 498.
s499,TV Show,Show Title 499,Ava DuVernay,"Actor A, Actor B, Actor C",Mexico,"March 26, 2014",1971,TV-MA,2 Seasons,"Anime Series, Korean TV Shows, Kids' TV",Description for Show Title 499.
s500,TV Show,Show Title 500,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"May 28, 2019",1989,TV-Y7,4 Seasons,"TV Thrillers, Reality TV, Crime TV Shows",Description for Show Title 500.
s501,TV Show,Show Title 501,,"Actor A, Actor B, Actor C",India,"September 23, 2020",1984,TV-MA,3 Seasons,"Reality TV, Docuseries",Description for Show Title 501.
s502,Movie,Movie Title 502,Denis Villeneuve,"Actor A, Actor B, Actor C",United States,"March 27, 2017",2000,R,56 min,"Comedies, Action & Adventure, Anime Features",Description for Movie Title 502.
s503,Movie,Movie Title 503,Bong Joon-ho,"Actor A, Actor B, Actor C",India,,1997,R,119 min,"Documentaries, International Movies",Description for Movie Title 503.
s504,Movie,Movie Title 504,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"September 7, 2017",1978,TV-14,132 min,"Thrillers, International Movies, Music & Musicals",Description for Movie Title 504.
s505,TV Show,Show Title 505,Ridley Scott,"Actor A, Actor B, Actor C",South Korea,"May 27, 2020",1990,TV-MA,3 Seasons,"Anime Series, Talk Shows & Variety",Description for Show Title 505.
s506,TV Show,Show Title 506,Jordan Peele,"Actor A, Actor B, Actor C",United States,"October 26, 2015",1987,TV-Y7,2 Seasons,"Korean TV Shows, Talk Shows & Variety",Description for Show Title 506.
s507,Movie,Movie Title 507,Jordan Peele,"Actor A, Actor B, Actor C",India,"March 10, 2014",1963,TV-14,141 min,Romantic Movies,Description for Movie Title 507.
s508,TV Show,Show Title 508,,"Actor A, Actor B, Actor C",South Korea,"January 5, 2019",2007,NR,5 Seasons,"TV Thrillers, British TV Shows",Description for Show Title 508.
s509,Movie,Movie Title 509,Christopher Nolan,,United Kingdom,"August 21, 2019",1977,R,59 min,Action & Adventure,Description for Movie Title 509.
s510,Movie,Movie Title 510,Spike Lee,"Actor A, Actor B, Actor C",Brazil,"September 3, 2016",1986,TV-MA,69 min,"Children & Family Movies, Dramas",Description for Movie Title 510.
s511,Movie,Movie Title 511,,"Actor A, Actor B, Actor C",Canada,"April 10, 2015",2019,TV-MA,115 min,"Independent Movies, Romantic Movies, Action & Adventure",Description for Movie Title 511.
s512,Movie,Movie Title 512,Bong Joon-ho,"Actor A, Actor B, Actor C",Argentina,"April 17, 2019",2016,PG,101 min,"Sports Movies, Romantic Movies, Music & Musicals",Description for Movie Title 512.
s513,TV Show,Show Title 513,,"Actor A, Actor B, Actor C",South Korea,"March 14, 2020",2008,TV-MA,2 Seasons,"Korean TV Shows, Anime Series, Reality TV",Description for Show Title 513.
s514,TV Show,Show Title 514,,"Actor A, Actor B, Actor C",United States,"February 23, 2019",2005,UR,2 Seasons,Teen TV Shows,Description for Show Title 514.
s515,Movie,Movie Title 515,Guillermo del Toro,,France,,1983,R,100 min,"Sci-Fi & Fantasy, Independent Movies, Sports Movies",Description for Movie Title 515.
s516,Movie,Movie Title 516,Ryan Coogler,,Brazil,"February 3, 2018",2013,PG-13,170 min,Sci-Fi & Fantasy,Description for Movie Title 516.
s517,Movie,Movie Title 517,,"Actor A, Actor B, Actor C",United States,"January 22, 2013",1998,PG,75 min,"Thrillers, Action & Adventure",Description for Movie Title 517.
s518,TV Show,Show Title 518,Ava DuVernay,"Actor A, Actor B, Actor C",Japan,"May 15, 2017",2018,TV-Y7,5 Seasons,International TV Shows,Description for Show Title 518.
s519,Movie,Movie Title 519,Jordan Peele,"Actor A, Actor B, Actor C",Egypt,"April 4, 2019",1985,R,49 min,"Action & Adventure, Sci-Fi & Fantasy, Sports Movies",Description for Movie Title 519.
s520,TV Show,Show Title 520,Ryan Coogler,"Actor A, Actor B, Actor C",India,,1988,TV-14,1 Season,"Kids' TV, International TV Shows, Anime Series",Description for Show Title 520.
s521,Movie,Movie Title 521,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"September 26, 2013",2021,UR,114 min,"Action & Adventure, International Movies, Comedies",Description for Movie Title 521.
s522,Movie,Movie Title 522,Ava DuVernay,,Japan,"August 3, 2021",1994,NR,93 min,"Sports Movies, Stand-Up Comedy, Romantic Movies",Description for Movie Title 522.
s523,Movie,Movie Title 523,Guillermo del Toro,"Actor A, Actor B, Actor C",France,"April 20, 2017",1989,PG-13,104 min,Thrillers,Description for Movie Title 523.
s524,Movie,Movie Title 524,Ava DuVernay,"Actor A, Actor B, Actor C",Italy,"November 26, 2016",1995,TV-14,141 min,"Anime Features, Horror Movies, Independent Movies",Description for Movie Title 524.
s525,Movie,Movie Title 525,Bong Joon-ho,"Actor A, Actor B, Actor C",Brazil,"December 8, 2019",1990,NR,70 min,"Children & Family Movies, Thrillers",Description for Movie Title 525.
s526,Movie,Movie Title 526,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"April 8, 2019",1975,TV-PG,85 min,"Sci-Fi & Fantasy, Romantic Movies",Description for Movie Title 526.
s527,Movie,Movie Title 527,Quentin Tarantino,,Turkey,"June 13, 2018",2017,TV-14,105 min,"Romantic Movies, Horror Movies",Description for Movie Title 527.
s528,Movie,Movie Title 528,,"Actor A, Actor B, Actor C",Germany,"March 18, 2019",2019,PG-13,85 min,"Horror Movies, Romantic Movies",Description for Movie Title 528.
s529,Movie,Movie Title 529,,"Actor A, Actor B, Actor C",United States,"December 12, 2018",1957,R,92 min,"Horror Movies, Sci-Fi & Fantasy",Description for Movie Title 529.
s530,Movie,Movie Title 530,Guillermo del Toro,"Actor A, Actor B, Actor C",Australia,"December 12, 2021",2014,PG,91 min,"Independent Movies, Sci-Fi & Fantasy",Description for Movie Title 530.
s531,Movie,Movie Title 531,Martin Scorsese,"Actor A, Actor B, Actor C",,"November 5, 2020",2011,R,79 min,"Independent Movies, Action & Adventure",Description for Movie Title 531.
s532,TV Show,Show Title 532,Guillermo del Toro,"Actor A, Actor B, Actor C",India,"April 14, 2018",2019,UR,2 Seasons,"Docuseries, Korean TV Shows",Description for Show Title 532.
s533,TV Show,Show Title 533,Ridley Scott,"Actor A, Actor B, Actor C",,"March 9, 2020",2007,TV-14,1 Season,"Anime Series, Korean TV Shows, Docuseries",Description for Show Title 533.
s534,Movie,Movie Title 534,David Fincher,"Actor A, Actor B, Actor C",Japan,"December 5, 2017",1983,R,169 min,Children & Family Movies,Description for Movie Title 534.
s535,TV Show,Show Title 535,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"October 4, 2019",1999,TV-MA,1 Season,TV Dramas,Description for Show Title 535.
s536,Movie,Movie Title 536,,"Actor A, Actor B, Actor C","France, Germany","October 26, 2009",2014,G,106 min,Documentaries,Description for Movie Title 536.
s537,Movie,Movie Title 537,Denis Villeneuve,,United States,"June 27, 2021",1997,PG,92 min,"Independent Movies, Horror Movies",Description for Movie Title 537.
s538,TV Show,Show Title 538,Ridley Scott,,India,"February 28, 2011",2019,TV-MA,2 Seasons,"TV Mysteries, Talk Shows & Variety, Crime TV Shows",Description for Show Title 538.
s539,Movie,Movie Title 539,Bong Joon-ho,"Actor A, Actor B, Actor C",Italy,"December 11, 2021",2009,TV-14,103 min,Stand-Up Comedy,Description for Movie Title 539.
s540,Movie,Movie Title 540,Quentin Tarantino,"Actor A, Actor B, Actor C",South Korea,"October 7, 2017",1976,R,149 min,"Sports Movies, Stand-Up Comedy, Anime Features",Description for Movie Title 540.
s541,TV Show,Show Title 541,Bong Joon-ho,,Egypt,"August 22, 2021",2018,NR,1 Season,Crime TV Shows,Description for Show Title 541.
s542,TV Show,Show Title 542,Ridley Scott,"Actor A, Actor B, Actor C",United States,"November 16, 2020",1992,TV-MA,8 Seasons,"TV Dramas, British TV Shows, TV Comedies",Description for Show Title 542.
s543,TV Show,Show Title 543,Spike Lee,"Actor A, Actor B, Actor C",France,"December 24, 2017",2010,UR,5 Seasons,"British TV Shows, Teen TV Shows",Description for Show Title 543.
s544,Movie,Movie Title 544,,"Actor A, Actor B, Actor C",United States,"February 19, 2020",2020,PG-13,130 min,"Horror Movies, Stand-Up Comedy",Description for Movie Title 544.
s545,Movie,Movie Title 545,Greta Gerwig,"Actor A, Actor B, Actor C",India,"October 19, 2018",2015,PG-13,148 min,"Dramas, Children & Family Movies",Description for Movie Title 545.
s546,Movie,Movie Title 546,David Fincher,"Actor A, Actor B, Actor C",United States,"October 11, 2020",2015,NR,111 min,"Comedies, International Movies, Sci-Fi & Fantasy",Description for Movie Title 546.
s547,TV Show,Show Title 547,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"April 23, 2020",1987,TV-MA,2 Seasons,Talk Shows & Variety,Description for Show Title 547.
s548,Movie,Movie Title 548,Quentin Tarantino,"Actor A, Actor B, Actor C",Argentina,"May 10, 2018",1998,R,149 min,Sci-Fi & Fantasy,Description for Movie Title 548.
s549,Movie,Movie Title 549,Steven Spielberg,"Actor A, Actor B, Actor C",Australia,"August 23, 2019",2010,TV-14,75 min,Documentaries,Description for Movie Title 549.
s550,TV Show,Show Title 550,Jordan Peele,"Actor A, Actor B, Actor C",Germany,"March 2, 2019",2021,TV-MA,1 Season,"TV Comedies, International TV Shows",Description for Show Title 550.
s551,Movie,Movie Title 551,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"March 21, 2019",2003,R,57 min,"Anime Features, Independent Movies, Music & Musicals",Description for Movie Title 551.
s552,Movie,Movie Title 552,Martin Scorsese,"Actor A, Actor B, Actor C",United States,"January 19, 2018",2011,TV-14,132 min,"Romantic Movies, International Movies, Sci-Fi & Fantasy",Description for Movie Title 552.
s553,Movie,Movie Title 553,,"Actor A, Actor B, Actor C",United States,"September 6, 2021",2012,TV-14,142 min,"Dramas, Horror Movies, Children & Family Movies",Description for Movie Title 553.
s554,TV Show,Show Title 554,Christopher Nolan,"Actor A, Actor B, Actor C",France,"February 6, 2021",2014,TV-14,2 Seasons,"TV Comedies, International TV Shows, TV Action & Adventure",Description for Show Title 554.
s555,Movie,Movie Title 555,Greta Gerwig,"Actor A, Actor B, Actor C","Germany, Japan","September 6, 2017",2004,TV-MA,49 min,"Dramas, Documentaries, International Movies",Description for Movie Title 555.
s556,Movie,Movie Title 556,David Fincher,"Actor A, Actor B, Actor C",United Kingdom,"April 23, 2018",1996,PG-13,47 min,Documentaries,Description for Movie Title 556.
s557,Movie,Movie Title 557,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"July 21, 2016",1972,TV-G,168 min,"Romantic Movies, Comedies",Description for Movie Title 557.
s558,TV Show,Show Title 558,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,"September 20, 2019",1997,TV-MA,14 Seasons,Kids' TV,Description for Show Title 558.
s559,Movie,Movie Title 559,Ava DuVernay,"Actor A, Actor B, Actor C",South Korea,"June 25, 2013",1995,R,42 min,International Movies,Description for Movie Title 559.
s560,Movie,Movie Title 560,Martin Scorsese,"Actor A, Actor B, Actor C",Canada,"September 12, 2018",2016,TV-MA,115 min,"Children & Family Movies, International Movies",Description for Movie Title 560.
s561,TV Show,Show Title 561,Quentin Tarantino,"Actor A, Actor B, Actor C",South Korea,"July 16, 2021",2006,TV-14,3 Seasons,"International TV Shows, British TV Shows",Description for Show Title 561.
s562,TV Show,Show Title 562,Spike Lee,"Actor A, Actor B, Actor C",Japan,"July 23, 2019",2014,TV-14,2 Seasons,"Kids' TV, TV Mysteries",Description for Show Title 562.
s563,Movie,Movie Title 563,Greta Gerwig,"Actor A, Actor B, Actor C","Japan, Mexico","February 21, 2016",1999,PG,112 min,"Documentaries, Comedies, Action & Adventure",Description for Movie Title 563.
s564,TV Show,Show Title 564,Steven Spielberg,"Actor A, Actor B, Actor C",India,"September 22, 2018",2013,TV-14,1 Season,"Korean TV Shows, TV Dramas, Anime Series",Description for Show Title 564.
s565,Movie,Movie Title 565,Ava DuVernay,"Actor A, Actor B, Actor C",Canada,"September 22, 2021",2016,TV-14,164 min,"Romantic Movies, Action & Adventure, Independent Movies",Description for Movie Title 565.
s566,Movie,Movie Title 566,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"June 22, 2021",1983,R,83 min,"Music & Musicals, Anime Features, Comedies",Description for Movie Title 566.
s567,Movie,Movie Title 567,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"January 15, 2020",2010,,41 min,"Dramas, Thrillers",Description for Movie Title 567.
s568,Movie,Movie Title 568,Ridley Scott,"Actor A, Actor B, Actor C",India,"September 5, 2013",2003,PG-13,135 min,"Dramas, Action & Adventure",Description for Movie Title 568.
s569,Movie,Movie Title 569,Alfonso Cuarón,"Actor A, Actor B, Actor C",Spain,"March 5, 2020",2001,TV-PG,154 min,"Dramas, Thrillers",Description for Movie Title 569.
s570,TV Show,Show Title 570,Jordan Peele,"Actor A, Actor B, Actor C",Brazil,"November 9, 2018",1986,TV-Y,5 Seasons,"TV Action & Adventure, Reality TV",Description for Show Title 570.
s571,TV Show,Show Title 571,Jordan Peele,,Canada,"January 5, 2021",1979,TV-Y,1 Season,"International TV Shows, TV Mysteries, British TV Shows",Description for Show Title 571.
s572,Movie,Movie Title 572,Spike Lee,"Actor A, Actor B, Actor C","United States, Turkey","September 6, 2014",1990,TV-PG,80 min,Music & Musicals,Description for Movie Title 572.
s573,TV Show,Show Title 573,Quentin Tarantino,"Actor A, Actor B, Actor C",India,"November 5, 2019",2021,UR,1 Season,Anime Series,Description for Show Title 573.
